gene_id	gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000142	Axin2	481.457252007966	0.670386322303068	0.106060065694842	9.5359803924857e-11	1.35289868012428e-09
ENSMUSG00000000148	Brat1	168.771759301682	-0.406040208140441	0.159886582661797	0.00698340117580705	0.0241507012080328
ENSMUSG00000000149	Gna12	559.871186452232	0.237987005349962	0.0990359467366934	0.0139866361801605	0.0434072256012887
ENSMUSG00000000154	Slc22a18	15.502137929565	0.214777728625236	0.378814603036606	0.402858213933458	0.577965593205112
ENSMUSG00000000167	Pih1d2	21.1049600603819	-0.00442836868426675	0.320756776074816	0.983600200323556	0.991061917563062
ENSMUSG00000000168	Dlat	528.09269121159	0.458484206016537	0.1017615446004	3.90587145947646e-06	2.93855278243831e-05
ENSMUSG00000000171	Sdhd	481.352741969946	0.538834147765442	0.109994451904818	4.80689620593139e-07	4.21199511298502e-06
ENSMUSG00000000184	Ccnd2	255.191443877429	0.366705696000915	0.1333179197091	0.00411295162556054	0.0152310949542988
ENSMUSG00000000194	Gpr107	566.677787769917	-0.393302604203675	0.0988187383977922	4.60289352451946e-05	0.000278936926623109
ENSMUSG00000000197	Nalcn	8.67316794577644	-0.104307827021021	0.393175415660175	0.658615777020463	0.786459607781078
ENSMUSG00000000202	Btbd17	9.71161278834343	0.348553188084603	0.463058772010898	0.201203303865606	0.359451493000196
ENSMUSG00000000214	Th	3.02300884841843	-0.71469713891417	1.27109503661475	0.0242350404977462	0.0681706991071156
ENSMUSG00000000223	Drp2	18.8010326520361	-1.31196474406139	0.469184598859368	0.000508882890044283	0.0024534433003909
ENSMUSG00000000244	Tspan32	2.97079447543134	-0.0400812724135489	0.443476489596521	0.826267753948218	0.90043305820452
ENSMUSG00000000247	Lhx2	5.44703335202592	-0.312165177798719	0.519523401966788	0.194634822909625	0.351305215765662
ENSMUSG00000000253	Gmpr	19.025431402207	0.200088151424335	0.359716621062065	0.429648467770434	0.602169167182221
ENSMUSG00000000266	Mid2	110.013013076931	-0.72205152362876	0.19821312931928	8.01846384739355e-05	0.000460039505892196
ENSMUSG00000000275	Trim25	794.842848236647	-0.756499060863405	0.0934369844236055	1.69953115454676e-16	4.05705646554979e-15
ENSMUSG00000000276	Dgke	215.442520935311	-0.499718013717848	0.140699777132184	0.00020000268364629	0.00105495592911666
ENSMUSG00000000278	Scpep1	948.874119336541	-0.883402623797366	0.0932791585750349	6.34769162068617e-22	2.22484072379804e-20
ENSMUSG00000000282	Mnt	527.212883183772	-0.365662048785241	0.118192884782131	0.00138771690302517	0.00595289438852346
ENSMUSG00000000290	Itgb2	8.21728359910603	0.085592166184183	0.398530922730473	0.714579752598109	0.826494554419275
ENSMUSG00000000295	Hddc2	91.0270066592673	0.311838147106546	0.2013443546193	0.0880963645584096	0.192221131413575
ENSMUSG00000000296	Tpd52l1	72.9168962462319	0.778689406508211	0.236725824093077	0.000264108599523638	0.00135192072169952
ENSMUSG00000000301	Pemt	20.2251377215263	0.573004679397887	0.419345743932099	0.054053517065888	0.130213470471691
ENSMUSG00000000303	Cdh1	8338.89676746673	-0.325960586243292	0.0801432589642603	3.57910283163598e-05	0.000223251594353282
ENSMUSG00000000305	Cdh4	143.519893902187	0.880811763344904	0.183838146797883	3.63556133436728e-07	3.24354499856556e-06
ENSMUSG00000000308	Ckmt1	106.729272538784	-0.116686716999857	0.180064502298375	0.483578496010753	0.650008684525183
ENSMUSG00000000317	Bcl6b	20.2565645005066	0.677612734984166	0.443097527168239	0.0302471059138747	0.0815499276508846
ENSMUSG00000000320	Alox12	17.3311791013991	0.311196035611625	0.389703709855465	0.240074620544448	0.407428011520576
ENSMUSG00000000325	Arvcf	378.5762772742	-0.149112627311395	0.115687350035387	0.184047796868564	0.336285098436407
ENSMUSG00000000326	Comt	176.408464207996	0.255251824299831	0.157645130052323	0.0859549073733598	0.188643736954951
ENSMUSG00000000339	Rtca	320.167521089114	-0.134349155842637	0.12108439630262	0.250990372877661	0.420698826917534
ENSMUSG00000000340	Dbt	248.31005288785	0.000805865728965222	0.12803640922723	0.995748016673089	0.997385388666938
ENSMUSG00000000346	Dazap2	409.823858400253	-0.486510021838284	0.10880160391835	4.22057436016352e-06	3.15649644675226e-05
ENSMUSG00000000355	Mcts1	164.362503301227	0.121247120928692	0.161397893677532	0.42688569342926	0.599507755439249
ENSMUSG00000000359	Rem1	2.17019137786753	0.0581987929933892	0.459122323786941	0.715366094037404	NA
ENSMUSG00000000365	Rnf17	198.814630981445	-2.56440741268918	0.165093558522498	1.48095269770558e-55	2.35684949594316e-53
ENSMUSG00000000374	Trappc10	387.105532676184	-0.701289185576199	0.111453171595305	1.07624956317418e-10	1.51852624069264e-09
ENSMUSG00000000378	Ccm2	394.442099119846	-0.156351983574451	0.121742323020514	0.183797453759148	0.336036226521978
ENSMUSG00000000384	Tbrg4	699.180595502562	0.195979651793855	0.101739920661553	0.048735771242572	0.119904930222846
ENSMUSG00000000385	Tmprss2	206.552804519529	-1.15315710803109	0.148169421629689	1.10621529647513e-15	2.47045426197638e-14
ENSMUSG00000000399	Ndufa9	345.480193617244	0.1519598190191	0.125527296588602	0.21059572732805	0.371070191401678
ENSMUSG00000000402	Egfl6	5.12821116816969	-0.282318181348707	0.496862463568038	0.23612004825511	0.402237617028663
ENSMUSG00000000409	Lck	61.6163816718795	0.212247586898361	0.228277480952507	0.293503111426543	0.468066530990554
ENSMUSG00000000416	Cttnbp2	15.5716290794801	0.443412992655039	0.433021217436666	0.120996635897795	0.245516656278232
ENSMUSG00000000420	Galnt1	1120.13000440404	0.484140799520849	0.0828755600080435	2.90159340375155e-09	3.41938942476792e-08
ENSMUSG00000000435	Myf5	3.30980235716101	1.72777666764805	2.31856919007161	0.01126515737752	0.0360832284812132
ENSMUSG00000000439	Mkrn2	177.53888709573	-0.218355715845096	0.153522631438417	0.131900393327723	0.262153515766676
ENSMUSG00000000440	Pparg	127.708016782103	-5.03723029277931	0.322714110869175	1.553873329369e-55	2.45081896100923e-53
ENSMUSG00000000441	Raf1	945.784153696488	-0.210454301934702	0.0868435313122941	0.0136147849956761	0.0424920807329714
ENSMUSG00000000486	Sept1	18.4999024042829	-0.41181216166302	0.408557229073815	0.137097255630899	0.270096505147726
ENSMUSG00000000489	Pdgfb	185.926049738093	0.761589287302238	0.16177043423618	7.1881439718612e-07	6.10473861841e-06
ENSMUSG00000000530	Acvrl1	20.9146960595859	-1.36766156266808	0.449411293718408	0.000231876652289651	0.00120261334782639
ENSMUSG00000000531	Grasp	38.8160261678084	-0.150080394186165	0.262988904566817	0.497209554853415	0.660807919624402
ENSMUSG00000000532	Acvr1b	320.767616628706	-0.120258797334502	0.117185983289208	0.289441869245141	0.463860670624145
ENSMUSG00000000538	Tom1l2	134.496507833127	-0.416040717355107	0.176911220202792	0.011347815426843	0.036315065129562
ENSMUSG00000000544	Gpa33	50.3524703413096	-0.738126107733803	0.29610030209256	0.00324615086390053	0.0124092739690117
ENSMUSG00000000552	Zfp385a	355.336197113249	-0.221335858273607	0.116763722802295	0.0505084451266607	0.123219401072015
ENSMUSG00000000555	Itga5	1294.87214871725	-0.574761062792956	0.0798228444526538	2.74617369017722e-13	5.00631147956456e-12
ENSMUSG00000000560	Gabra2	2.8528680406136	0.0699920278531747	0.45603556053432	0.679331564849119	0.801846321450326
ENSMUSG00000000561	Wdr77	446.294440944147	-0.0952144562783186	0.105154982070758	0.352966257976271	0.531646397267295
ENSMUSG00000000563	Atp5f1	1491.6161702387	-0.540634294663863	0.0792498033853313	4.35140959463176e-12	7.08191086786086e-11
ENSMUSG00000000567	Sox9	76.6729022996618	0.246441374914404	0.221388303164687	0.210631404267347	0.371070191401678
ENSMUSG00000000568	Hnrnpd	2150.61053110787	0.331156362144981	0.0772419631614193	1.37894357138185e-05	9.37968355350804e-05
ENSMUSG00000000579	Dynlt1c	18.4641149649229	-0.204261633049092	0.34249866162074	0.412317731032263	0.586346217894455
ENSMUSG00000000581	C1d	144.053468493764	-0.0577111267091286	0.163060880952655	0.70582385194785	0.819935145940846
ENSMUSG00000000594	Gm2a	270.380761654706	-1.98174756565548	0.146136614687392	4.83317996093987e-43	4.54138957500015e-41
ENSMUSG00000000600	Krit1	428.12896920825	-0.0476824226372936	0.105998720433799	0.643932821092028	0.775502678251342
ENSMUSG00000000605	Clcn4	246.879901447594	-0.197825434375803	0.134077874303777	0.123796033579537	0.249498794430407
ENSMUSG00000000617	Grm6	11.1195361771982	0.577900767327165	0.543358715375672	0.0704458705856949	0.161195117085013
ENSMUSG00000000627	Sema4f	11.7569939823729	0.00865263486765913	0.363774159944311	0.973213757920818	0.985204643763395
ENSMUSG00000000628	Hk2	1221.75794996318	1.14430049109476	0.0855042489763937	1.32545714671109e-41	1.18853809627672e-39
ENSMUSG00000000631	Myo18a	1384.08337812994	-0.400645078974035	0.0809364588350515	4.98208299927763e-07	4.35039526358079e-06
ENSMUSG00000000632	Sez6	14.9739318112933	-0.227339263265172	0.381511279995414	0.370829716469997	0.549541258959751
ENSMUSG00000000686	Abhd15	3.38222435585893	0.145991896781599	0.463451765791486	0.456312251509294	0.62573792290884
ENSMUSG00000000693	Loxl3	30.2120995597038	0.347477250010872	0.317048427737084	0.162768826533285	0.30706802185792
ENSMUSG00000000706	Btn1a1	6.83352815062304	0.458692140212272	0.577250865066507	0.112559591872468	0.232068766389723
ENSMUSG00000000708	Kat2b	117.385407566465	-0.220272674844335	0.174174657675696	0.172379663783038	0.321042357483117
ENSMUSG00000000711	Rab5b	661.845205683825	-0.860348243033014	0.100316984408294	2.35769527761191e-18	6.56919354558587e-17
ENSMUSG00000000730	Dnmt3l	317.332086662335	-0.9820597913679	0.141935767011411	9.44179251678604e-13	1.6367935702554e-11
ENSMUSG00000000731	Aire	8.59923385463545	-0.723994287399882	0.683840879546288	0.0398159462371871	0.102349925826529
ENSMUSG00000000732	Icosl	86.0361193707597	-1.30848252154351	0.221550026890162	4.3427055761522e-10	5.66991086494668e-09
ENSMUSG00000000738	Spg7	255.001909317606	0.162425894045275	0.14068286956326	0.228364938297541	0.39295408484571
ENSMUSG00000000739	Sult5a1	2.49404797941227	0.0807185210067296	0.459840018032616	0.633315934628599	0.767214784337827
ENSMUSG00000000740	Rpl13	3355.02212073171	0.250009658735879	0.0921712025169681	0.00577318099983519	0.0204007286181414
ENSMUSG00000000743	Chmp1a	433.267440147803	-0.0314976215047919	0.107023215308244	0.761973576570454	0.857942713373514
ENSMUSG00000000751	Rpa1	914.344548581457	0.47886083397368	0.0837586927469177	6.23320878572751e-09	7.00442959286746e-08
ENSMUSG00000000753	Serpinf1	25.1944131818562	1.78107770683455	0.459627940123777	9.74997038628839e-06	6.8482396371286e-05
ENSMUSG00000000759	Tubgcp3	334.018699529401	-0.0559403675529596	0.11674831129156	0.620312503172366	0.756651040501302
ENSMUSG00000000776	Polr3d	289.662180324829	0.370116841092483	0.128728467702677	0.00280241171025247	0.0109329953316276
ENSMUSG00000000782	Tcf7	449.491687532334	0.889194037372904	0.12375924393766	1.50733328189809e-13	2.81767644706135e-12
ENSMUSG00000000787	Ddx3x	7317.72348114195	0.239299701987631	0.0668920539807104	0.000306046262902968	0.00154156719011197
ENSMUSG00000000791	Il12rb1	3.31042475834003	0.172833796323224	0.475315299345451	0.374934413178501	0.553179354280316
ENSMUSG00000000792	Slc5a5	547.519190660395	0.793033796156151	0.105311067498527	1.5355399869977e-14	3.16145849304364e-13
ENSMUSG00000000794	Kcnn3	19.6713315154656	-0.64825159489058	0.420824614221566	0.0318946839002644	0.085031631617593
ENSMUSG00000000804	Usp32	840.538613940525	-0.577496809304009	0.0909739059566662	9.72003302421444e-11	1.37693972231554e-09
ENSMUSG00000000805	Car4	1150.33784808546	-0.0106704902831798	0.096903784208263	0.910307964960107	0.950509789673472
ENSMUSG00000000811	Txnrd3	43.2360655074145	0.260525634608343	0.273240974353231	0.25399133592514	0.423856316861588
ENSMUSG00000000823	Zfp512b	482.894482513707	-0.219137711723593	0.110617566913524	0.0415438039400029	0.105775626491806
ENSMUSG00000000826	Dnajc5	1245.75635334038	-0.0049275013286862	0.0774792494193956	0.94788223008136	0.972320979872668
ENSMUSG00000000827	Tpd52l2	436.14854568349	0.303259800275872	0.105843549320435	0.003276578607476	0.0125147591569867
ENSMUSG00000000838	Fmr1	819.401142014205	-0.174894789655063	0.0874482931021698	0.0417502637757934	0.106178866916123
ENSMUSG00000000861	Bcl11a	34.4154604822507	1.92108025357556	0.382830265384463	5.46430146264184e-08	5.45657915983992e-07
ENSMUSG00000000876	Pxmp4	66.9678667945091	-1.37683537031943	0.246440862633261	2.56030682820378e-09	3.03542416914227e-08
ENSMUSG00000000881	Dlg3	383.249383794577	-0.708962906123094	0.114910753231433	2.24169521143259e-10	3.03910559554541e-09
ENSMUSG00000000884	Gnb1l	50.1998146667667	0.214671824365756	0.253443534601545	0.324013668543655	0.501155893076234
ENSMUSG00000000901	Mmp11	92.8353921210118	-0.199939441076962	0.196344745667692	0.26385257363388	0.435398375896482
ENSMUSG00000000902	Smarcb1	680.794034351201	-0.0121558718640777	0.0940748838002487	0.894068550270146	0.942177470650965
ENSMUSG00000000915	Hip1r	336.735494710392	0.143658919694099	0.128079527803747	0.245715911469197	0.414651468867345
ENSMUSG00000000916	Nsun5	103.115922441414	0.169693094826536	0.182308420866187	0.315376336755089	0.49197483122383
ENSMUSG00000000934	Top1mt	58.057996355336	-0.553588596883319	0.256350640630252	0.012665958441359	0.0399188116655986
ENSMUSG00000000948	Gm38393	793.593142004915	0.164119597722219	0.123423101019884	0.169492061622418	0.316900642311601
ENSMUSG00000000957	Mmp14	620.334131432043	0.690384063180748	0.0998010308105812	1.58868907571623e-12	2.70107723989675e-11
ENSMUSG00000000958	Slc7a7	477.823964816304	1.75757226296576	0.112804072738405	1.13807011973099e-55	1.827637151368e-53
ENSMUSG00000000959	Oxa1l	420.621449452853	0.140111767877496	0.117879958080347	0.22002833996492	0.382408562129114
ENSMUSG00000000976	Heatr6	341.102691718001	0.285605755664106	0.122698272736478	0.0158626122509507	0.0482449929276722
ENSMUSG00000001016	Ilf2	1149.58668394975	-0.423563831089377	0.0863981749036313	5.94447752252075e-07	5.12239977733313e-06
ENSMUSG00000001017	Chtop	1111.92807394057	-0.149161417785045	0.0798635301239535	0.0578469577159663	0.137606586056093
ENSMUSG00000001018	Snapin	331.789899158554	-1.29782762319219	0.127549271140588	3.19600443386564e-25	1.36700770760863e-23
ENSMUSG00000001021	S100a3	3.09361245113613	0.222522859384305	0.512725278892668	0.233564175262527	0.399410566893759
ENSMUSG00000001025	S100a6	338.390944517302	0.0183357092808219	0.137243375144356	0.889953126986315	0.939578172855202
ENSMUSG00000001027	Scn4a	2.05411272962421	0.133750974303144	0.478095125605357	0.415936488586682	NA
ENSMUSG00000001029	Icam2	1.88152673087458	-0.147819533669922	0.492682458743894	0.316222393367344	NA
ENSMUSG00000001034	Mapk7	360.703169162767	0.0467358885634524	0.111351809836601	0.667218550078875	0.793003813977214
ENSMUSG00000001036	Epn2	527.885310048606	-0.437872937500154	0.110484860555279	4.51668577555083e-05	0.000274938849845298
ENSMUSG00000001039	B9d1	70.4015924623613	-0.287803690373937	0.218451480348619	0.138632375510715	0.272619493865834
ENSMUSG00000001052	Sec24b	1182.01740236211	-0.62520175207014	0.0909072596777634	2.41382848836221e-12	4.02646650112544e-11
ENSMUSG00000001053	N4bp3	84.0874656319131	0.449366047888189	0.209107012515534	0.0176056603493706	0.052516715648705
ENSMUSG00000001054	Rmnd5b	126.806532960864	-0.0387428667286991	0.163607381650434	0.800341144791363	0.883626645171214
ENSMUSG00000001056	Nhp2	816.92994797652	0.533774124181301	0.0991591314157875	3.55865259199436e-08	3.64632816217879e-07
ENSMUSG00000001062	Vps9d1	58.7143011388421	0.0591182267063635	0.225476316969254	0.76832297029978	0.862020961348352
ENSMUSG00000001065	Zfp276	82.752399744962	-0.1713714190622	0.214316567087069	0.371656165415707	0.550085587913443
ENSMUSG00000001082	Mfsd10	283.566751093382	0.0861912898250687	0.13212818444649	0.498635515860194	0.661887314973724
ENSMUSG00000001089	Luzp1	1598.65736596452	-0.483750288839233	0.0852396315651826	7.62335102308552e-09	8.43246686429591e-08
ENSMUSG00000001098	Kctd10	968.635947442201	-0.266869121476383	0.0815194753785145	0.000879435528994538	0.00399092971168578
ENSMUSG00000001100	Poldip2	345.54335932265	0.175154671195229	0.115739646872272	0.119100514582754	0.242455289516751
ENSMUSG00000001105	Ift20	87.9014502737862	-0.567219885431331	0.203603188528351	0.00224570687028294	0.00904684421061532
ENSMUSG00000001119	Col6a1	75.0233637764992	-0.475529440318885	0.215559988436252	0.0139492838716747	0.0433200481925065
ENSMUSG00000001120	Pcbp3	112.258115865098	0.64613909514289	0.202858165304376	0.000521351684798367	0.00250399062315474
ENSMUSG00000001123	Lgals9	93.408827635694	-3.46379308879324	0.259297875460463	1.0365460435138e-41	9.34213564217922e-40
ENSMUSG00000001127	Araf	710.316260609905	-1.01137770170332	0.100914883815701	2.44244572346509e-24	9.85064011529928e-23
ENSMUSG00000001128	Cfp	31.1575569534154	-0.584862160705361	0.344350473795136	0.0306769181490932	0.0825198354048623
ENSMUSG00000001131	Timp1	81.9653684065784	-0.120118823840021	0.208407959533081	0.521047896716678	0.680772659541511
ENSMUSG00000001134	Uxt	101.336656944595	-0.123505045010326	0.186712279364799	0.471375827046972	0.639445091751249
ENSMUSG00000001138	Cnnm3	293.214493281157	-0.0726612692562827	0.123166596970869	0.541215423569184	0.696783795448556
ENSMUSG00000001143	Lman2l	236.020446818528	-0.484608379212685	0.133593623329426	0.000156159652665202	0.00084205136273834
ENSMUSG00000001150	Mcm3ap	921.29517079863	0.27912428988444	0.0853141576926381	0.000877562971353694	0.00398410431481958
ENSMUSG00000001151	Pcnt	1028.89503358848	0.0635477095036929	0.088487627731415	0.465827736884919	0.634550198339921
ENSMUSG00000001156	Mxd1	68.2442394502909	-0.18525628557462	0.212627281060233	0.330162434066378	0.50790903054799
ENSMUSG00000001157	Gmcl1	191.859422104282	0.10119999488453	0.146886586947257	0.470159752773056	0.63840300290589
ENSMUSG00000001158	Snrnp27	200.486675592676	0.205769778451161	0.162656839211672	0.177937249834774	0.328415162295609
ENSMUSG00000001166	Oas1c	23.9461011650919	-2.30635005105345	0.446483532941291	1.75514053481528e-08	1.86661996071716e-07
ENSMUSG00000001173	Ocrl	348.578533651403	-0.235761415559805	0.124144369850343	0.0483748387796451	0.119232806898623
ENSMUSG00000001175	Calm1	2871.84290064642	0.0428960832335613	0.0823221381917095	0.597348359373343	0.738946692460092
ENSMUSG00000001211	Agpat3	805.117896324572	0.785165347603371	0.0991971553652787	7.44983764321175e-16	1.68936305477966e-14
ENSMUSG00000001227	Sema6b	38.2465490392126	-0.0183225812891963	0.263007730653713	0.932347019045733	0.962983692419042
ENSMUSG00000001228	Uhrf1	2154.56796122747	0.284013818527136	0.0725131143490499	7.3812413889524e-05	0.000426807296680341
ENSMUSG00000001229	Dpp9	581.566748488025	0.461542462892069	0.0980366016986731	1.47495583764744e-06	1.20124918727718e-05
ENSMUSG00000001240	Ramp2	6.10234209606958	0.330385508442251	0.511740263512277	0.197620496216844	0.354953336621306
ENSMUSG00000001247	Lsr	835.936546606521	0.0562421895766442	0.0933855141170678	0.539752500727697	0.695948293717866
ENSMUSG00000001248	Gramd1a	252.010544423224	-0.818119088764739	0.146736120399327	6.63366509007731e-09	7.41668948203897e-08
ENSMUSG00000001249	Hpn	98.3675315030249	-1.81698279749687	0.233792749069094	7.35509142486036e-16	1.67217104273048e-14
ENSMUSG00000001270	Ckb	938.565954722343	-0.854783285381551	0.0985864109603849	1.08877901437572e-18	3.08225661681844e-17
ENSMUSG00000001280	Sp1	2222.04753587299	0.0409500512243348	0.0741138360064364	0.576704836134339	0.724096389115601
ENSMUSG00000001281	Itgb7	8.13199669304494	0.324139640922543	0.484938538129442	0.212713131295602	0.373368190017568
ENSMUSG00000001285	Myg1	121.867794897478	0.496764075803139	0.182887962845262	0.00349531879138452	0.013232920370726
ENSMUSG00000001288	Rarg	365.567574688894	0.192806249458675	0.114910134159688	0.0840255245094088	0.185237849801411
ENSMUSG00000001289	Pfdn5	293.436036471158	0.0840964869140882	0.135602329023201	0.518522738105234	0.678597137992959
ENSMUSG00000001300	Efnb2	783.950113339192	0.29778768167495	0.0942617717160077	0.00125283210245779	0.00544971166951907
ENSMUSG00000001305	Rrp15	317.720611186868	0.527079686666399	0.128274283333881	2.01071008793896e-05	0.00013253402033314
ENSMUSG00000001313	Rnd2	86.6588858715581	-0.480737054623096	0.209262381553404	0.010926051879037	0.0351623877016768
ENSMUSG00000001323	Srr	79.6533004933718	-1.22197770991508	0.227946293575503	1.06721637066422e-08	1.16014628847898e-07
ENSMUSG00000001333	Sync	27.2248662204707	-1.41572670680161	0.393916083425034	3.19550094041404e-05	0.000201457973277709
ENSMUSG00000001334	Fndc5	34.9346010622676	0.639349629100435	0.34532735144822	0.0196407143698807	0.05753784732072
ENSMUSG00000001348	Acp5	23.5182994613067	-0.983687896528495	0.41759257785084	0.00265127088837695	0.0104448484039203
ENSMUSG00000001349	Cnn1	73.14745131941	2.68484418208194	0.292485847539522	3.59260951339261e-21	1.19742352932227e-19
ENSMUSG00000001366	Fbxo9	82.0488142754508	-0.109403755110718	0.212677596430909	0.565663001636712	0.71542805717186
ENSMUSG00000001376	Vps50	316.096212192684	0.135388293442784	0.124079688270125	0.259211249441341	0.430071073671578
ENSMUSG00000001380	Hars	564.261185052022	0.305966401913126	0.0983512090893042	0.00145718914515402	0.0062131900191035
ENSMUSG00000001383	Zmat2	470.596359311333	0.211252873099	0.110624231842546	0.0496256895763867	0.121603246825755
ENSMUSG00000001403	Ube2c	957.990831418525	-0.0829413794604684	0.122771329239892	0.484151420155861	0.650432339877807
ENSMUSG00000001415	Smg5	1427.25015307004	-0.57563231956319	0.0792974471075306	1.79670651379773e-13	3.33757002511601e-12
ENSMUSG00000001416	Cct3	3034.46759027399	-0.0630457516420045	0.0703496933239313	0.365032993263616	0.543748024791448
ENSMUSG00000001418	Glmp	596.134390821702	-0.87737676607008	0.103012660692483	3.80570531737345e-18	1.03746580912657e-16
ENSMUSG00000001419	Mef2d	1184.67303105199	-0.820122000422948	0.0842201645026547	5.38268594186365e-23	2.02308823751109e-21
ENSMUSG00000001420	Tmem79	192.246530422474	-0.664456702756926	0.153984585778541	5.64479332292923e-06	4.1341324232813e-05
ENSMUSG00000001424	Snd1	1797.21720578302	-0.102111928566324	0.0768136590755422	0.177770886896618	0.328177262838572
ENSMUSG00000001435	Col18a1	3211.9059811104	0.0190072433759613	0.0747604810270984	0.798281487353016	0.882290087849029
ENSMUSG00000001436	Slc19a1	114.17787189703	0.395985998085346	0.19769488181507	0.0281857022121876	0.0771101795846822
ENSMUSG00000001440	Kpnb1	8404.71900959801	0.336783742522055	0.066933777607583	3.66161962606947e-07	3.26514440658845e-06
ENSMUSG00000001441	Npepps	1498.70623223716	-0.461461752593235	0.0732470412857743	1.75729915811275e-10	2.42142664805474e-09
ENSMUSG00000001445	Mrpl10	377.47250885792	0.10306742453857	0.110500639112054	0.338321844380706	0.516592218945904
ENSMUSG00000001467	Cyp51	1437.75467423514	0.231953321104347	0.0940657062331503	0.0118128163983839	0.0375988111130542
ENSMUSG00000001472	Tcf25	1734.92400769781	-0.27141493728257	0.0785383739632628	0.000450333954296962	0.00219210507099913
ENSMUSG00000001473	Tubb6	2134.23640972447	0.107796701534821	0.0862625780201552	0.204149188708011	0.363180597044728
ENSMUSG00000001482	Def8	467.596303572923	0.142184844830136	0.102069094191638	0.154269688380822	0.294920155651577
ENSMUSG00000001493	Meox1	1.65989815483893	0.293330101482728	0.603950098328345	0.0314151591732577	NA
ENSMUSG00000001494	Sost	2.25255327878611	-0.0358264323611741	0.456011322214997	0.821548501503734	NA
ENSMUSG00000001504	Irx2	69.0840987497398	-1.93024624261985	0.261967562026738	1.45069410516157e-14	3.0042803479108e-13
ENSMUSG00000001506	Col1a1	245.542251248414	1.49181991958337	0.150473247708972	4.80316174038478e-24	1.90241820950442e-22
ENSMUSG00000001507	Itga3	3231.24712758238	0.541843382844374	0.0801885155700374	7.01982004744296e-12	1.12731928307345e-10
ENSMUSG00000001510	Dlx3	412.931293663382	-3.69798137548569	0.167539689614509	2.78579882306041e-109	1.64037120697874e-106
ENSMUSG00000001517	Foxm1	812.103360450389	0.421071253015397	0.0988501842491063	1.28923955493563e-05	8.81911786693646e-05
ENSMUSG00000001518	Itfg2	180.445029014091	0.384036474993667	0.171960951788355	0.0169815884470754	0.0509736210565144
ENSMUSG00000001521	Tulp3	439.608828479978	0.32400380840043	0.107979488808711	0.00205030162253687	0.00834529450739948
ENSMUSG00000001524	Gtf2h4	193.056775131192	0.170216925258328	0.142745611661648	0.211733606518723	0.37242770818738
ENSMUSG00000001525	Tubb5	15613.5232398371	0.378213335016208	0.0755285982992367	3.87031924447869e-07	3.43736498007622e-06
ENSMUSG00000001542	Ell2	294.328343291189	1.23948634729036	0.139614260864841	8.33684433177538e-20	2.54352944940953e-18
ENSMUSG00000001552	Jup	2151.79132349447	-0.497516304463339	0.078476881218769	1.25341490605368e-10	1.75587425181906e-09
ENSMUSG00000001555	Fkbp10	378.730560804463	0.382532308244116	0.113543240666847	0.000513458683164044	0.00247482882349054
ENSMUSG00000001558	Klhl10	2.18363194129053	-0.0632291245521782	0.460538680380189	0.688100836432922	NA
ENSMUSG00000001566	Mnx1	7.28152425318747	-0.230937794721443	0.445000644238169	0.339487748573982	0.517752988398722
ENSMUSG00000001569	Nom1	464.552406954505	0.16124499484204	0.102842508418483	0.108618446123193	0.225708134427267
